,,Pais,Liga,Jogador,Time,Temporada,ass,gols,rank,Ano_inicio
3079,,Spain,Laliga,Momo,UD Las Palmas,2016-2017,0,3,,2016
3080,,Spain,Laliga,Mosquera,Deportivo La Coruña,2016-2017,0,3,,2016
3081,,Spain,Laliga,Jon Bautista,Real Sociedad,2016-2017,0,3,,2016
3082,,Spain,Laliga,Mario Suárez,Valencia CF,2016-2017,0,3,,2016
3083,,Brazil,Laliga,Guilherme,Deportivo La Coruña,2016-2017,1,2,,2016
3084,,Spain,Laliga,Hugo Mallo,Celta Vigo,2016-2017,1,2,,2016
3085,,Brazil,Laliga,Ganso,Sevilla FC,2016-2017,1,2,,2016
3086,,Argentina,Laliga,Gonzalo Escalante,SD Eibar,2016-2017,1,2,,2016
3087,,Morocco,Laliga,Zouhair Feddal,CD Alavés,2016-2017,1,2,,2016
3088,,France,Laliga,Gaël Kakuta,Deportivo La Coruña,2016-2017,1,2,,2016
3089,,Portugal,Laliga,Pepe,Real Madrid,2016-2017,1,2,,2016
3090,,Spain,Laliga,Navarro,Espanyol Barcelona,2016-2017,1,2,,2016
3091,,Spain,Laliga,Víctor,Sporting Gijón,2016-2017,1,2,,2016
3092,,Spain,Laliga,Rober Ibáñez,Valencia CFCD Leganés,2016-2017,1,2,,2016
3093,,Spain,Laliga,Rubén Sobrino,CD Alavés,2016-2017,1,2,,2016
3094,,Spain,Laliga,Sergio Álvarez,Sporting Gijón,2016-2017,1,2,,2016
3095,,Spain,Laliga,Nacho Cases,Sporting Gijón,2016-2017,1,2,,2016
3096,,Spain,Laliga,Viguera,Athletic BilbaoSporting Gijón,2016-2017,1,2,,2016
3097,,Spain,Laliga,Laguardia,CD Alavés,2016-2017,1,2,,2016
3098,,Spain,Laliga,David Timor,CD Leganés,2016-2017,1,2,,2016
3099,,Spain,Laliga,Lekue,Athletic Bilbao,2016-2017,1,2,,2016
3100,,Algeria,Laliga,Aïssa Mandi,Real Betis,2016-2017,1,2,,2016
3101,,Spain,Laliga,Martín Montoya,Valencia CF,2016-2017,1,2,,2016
3102,,Spain,Laliga,Jony,Málaga CF,2016-2017,1,2,,2016
3103,,Spain,Laliga,Fran Rico,Granada CFSD Eibar,2016-2017,1,2,,2016
3104,,Spain,Laliga,Alexis,CD Alavés,2016-2017,1,2,,2016
3105,,Ivory Coast,Laliga,Jérémie Boga,Granada CF,2016-2017,1,2,,2016
3106,,Spain,Laliga,Canella,Sporting Gijón,2016-2017,1,2,,2016
3107,,Argentina,Laliga,Sergio Araujo,UD Las Palmas,2016-2017,1,2,,2016
3108,,Ecuador,Laliga,Felipe Caicedo,Espanyol Barcelona,2016-2017,1,2,,2016
3109,,Colombia,Laliga,Rafael Borré,Villarreal CF,2016-2017,1,2,,2016
3110,,Argentina,Laliga,Gustavo Cabral,Celta Vigo,2016-2017,1,2,,2016
3111,,Spain,Laliga,Adrián,Villarreal CF,2016-2017,1,2,,2016
3112,,Brazil,Laliga,Alexandre Pato,Villarreal CF,2016-2017,1,2,,2016
3113,,Brazil,Laliga,Danilo,Real Madrid,2016-2017,2,1,,2016
3114,,Guadeloupe,Laliga,Claudio Beauvue,Celta Vigo,2016-2017,2,1,,2016
3115,,Serbia,Laliga,Goran Čaušić,CA Osasuna,2016-2017,2,1,,2016
3116,,Spain,Laliga,Susaeta,Athletic Bilbao,2016-2017,2,1,,2016
3117,,Japan,Laliga,Hiroshi Kiyotake,Sevilla FC,2016-2017,2,1,,2016
3118,,Uruguay,Laliga,Gonzalo Castro,Málaga CF,2016-2017,2,1,,2016
3119,,Spain,Laliga,Gayà,Valencia CF,2016-2017,2,1,,2016
3120,,Spain,Laliga,Roque Mesa,UD Las Palmas,2016-2017,2,1,,2016
3121,,Venezuela,Laliga,Roberto Rosales,Málaga CF,2016-2017,2,1,,2016
3122,,Brazil,Laliga,Petros,Real Betis,2016-2017,2,1,,2016
3123,,France,Laliga,Raphaël Varane,Real Madrid,2016-2017,2,1,,2016
3124,,Spain,Laliga,Illarra,Real Sociedad,2016-2017,2,1,,2016
3125,,Portugal,Laliga,Duda,Málaga CF,2016-2017,2,1,,2016
3126,,Ghana,Laliga,Thomas Partey,Atlético Madrid,2016-2017,2,1,,2016
3127,,Chile,Laliga,Marcelo Díaz,Celta Vigo,2016-2017,2,1,,2016
3128,,Croatia,Laliga,Luka Modrić,Real Madrid,2016-2017,2,1,,2016
3129,,Spain,Laliga,Isma López,Sporting Gijón,2016-2017,3,0,,2016
3130,,Spain,Laliga,Escudero,Sevilla FC,2016-2017,3,0,,2016
3131,,Spain,Laliga,Keko,Málaga CF,2016-2017,3,0,,2016
3132,,Spain,Laliga,Capa,SD Eibar,2016-2017,3,0,,2016
3133,,Spain,Laliga,Mario,Villarreal CF,2016-2017,3,0,,2016
3134,,Spain,Laliga,Jonny,Celta Vigo,2016-2017,3,0,,2016
3135,,Spain,Laliga,Vigaray,CD Alavés,2016-2017,3,0,,2016
3136,,Spain,Laliga,Iniesta,FC Barcelona,2016-2017,3,0,,2016
3137,,Spain,Laliga,Tito,Granada CFCD Leganés,2016-2017,3,0,,2016
3138,,Venezuela,Laliga,Juanpi Añor,Málaga CF,2016-2017,0,2,229.,2016
3139,,Ivory Coast,Laliga,Lacina Traoré,Sporting Gijón,2016-2017,0,2,,2016
3140,,Spain,Laliga,Isaac Cuenca,Granada CF,2016-2017,0,2,,2016
3141,,Colombia,Laliga,Jhon Mondragón,CA Osasuna,2016-2017,0,2,,2016
3142,,Spain,Laliga,Medrán,Valencia CF,2016-2017,0,2,,2016
3143,,Spain,Laliga,Unai López,CD Leganés,2016-2017,0,2,,2016
3144,,Argentina,Laliga,Mateo García,UD Las Palmas,2016-2017,0,2,,2016
3145,,France,Laliga,Aymeric Laporte,Athletic Bilbao,2016-2017,0,2,,2016
3146,,Serbia,Laliga,Nenad Krstičić,CD Alavés,2016-2017,0,2,,2016
3147,,Spain,Laliga,Vicente Gómez,UD Las Palmas,2016-2017,0,2,,2016
3148,,France,Laliga,Eliaquim Mangala,Valencia CF,2016-2017,0,2,,2016
3149,,Argentina,Laliga,Ezequiel Ponce,Granada CF,2016-2017,0,2,,2016
3150,,Spain,Laliga,Lombán,Granada CF,2016-2017,0,2,,2016
3151,,Argentina,Laliga,Facundo Roncaglia,Celta Vigo,2016-2017,0,2,,2016
3152,,Spain,Laliga,Llorente,Málaga CF,2016-2017,0,2,,2016
3153,,Spain,Laliga,Piqué,FC Barcelona,2016-2017,0,2,,2016
3154,,France,Laliga,Jonas Martin,Real Betis,2016-2017,0,2,,2016
3155,,Spain,Laliga,David García,UD Las Palmas,2016-2017,1,1,,2016
3156,,Spain,Laliga,Sabin,Athletic Bilbao,2016-2017,1,1,,2016
3157,,Spain,Laliga,Víctor Díaz,CD Leganés,2016-2017,1,1,,2016
3158,,Spain,Laliga,Dani García,SD Eibar,2016-2017,1,1,,2016
3159,,Argentina,Laliga,Nicolás Pareja,Sevilla FC,2016-2017,1,1,,2016
3160,,Spain,Laliga,Toquero,CD Alavés,2016-2017,1,1,,2016
3161,,Spain,Laliga,Raúl Navas,Real Sociedad,2016-2017,1,1,,2016
3162,,Spain,Laliga,Raúl Albentosa,Deportivo La Coruña,2016-2017,1,1,,2016
3163,,Montenegro,Laliga,Stefan Savić,Atlético Madrid,2016-2017,1,1,,2016
3164,,Spain,Laliga,Mikel Vesga,Athletic BilbaoSporting Gijón,2016-2017,1,1,,2016
3165,,France,Laliga,Florian Lejeune,SD Eibar,2016-2017,1,1,,2016
3166,,Spain,Laliga,Álvaro Cejudo,Real Betis,2016-2017,1,1,,2016
3167,,Spain,Laliga,Álvaro González,Espanyol BarcelonaVillarreal CF,2016-2017,1,1,,2016
3168,,France,Laliga,Jean-Sylvain Babin,Sporting Gijón,2016-2017,1,1,,2016
3169,,Serbia,Laliga,Darko Brašanac,Real Betis,2016-2017,1,1,,2016
3170,,Morocco,Laliga,Youssef En-Nesyri,Málaga CF,2016-2017,1,1,,2016
3171,,Spain,Laliga,Víctor Ruiz,Villarreal CF,2016-2017,1,1,,2016
3172,,Spain,Laliga,Lucas Pérez,Deportivo La Coruña,2016-2017,1,1,,2016
3173,,Spain,Laliga,Víctor Sánchez,Espanyol Barcelona,2016-2017,1,1,,2016
3174,,Spain,Laliga,Fontàs,Celta Vigo,2016-2017,1,1,,2016
3175,,Dom. Republic,Laliga,Mariano,Real Madrid,2016-2017,1,1,,2016
3176,,Spain,Laliga,Balenziaga,Athletic Bilbao,2016-2017,1,1,,2016
3177,,Spain,Laliga,Luis Hernández,Málaga CF,2016-2017,1,1,,2016
3178,,Ghana,Laliga,Mubarak Wakaso,Granada CF,2016-2017,1,1,,2016
3179,,Morocco,Laliga,Fayçal Fajr,Deportivo La Coruña,2016-2017,2,0,,2016
3180,,France,Laliga,Dimitri Foulquier,Granada CF,2016-2017,2,0,,2016
3181,,Spain,Laliga,Carlos Martínez,Real Sociedad,2016-2017,2,0,,2016
3182,,Croatia,Laliga,Alen Halilović,UD Las Palmas,2016-2017,2,0,,2016
3183,,Spain,Laliga,Juncà,SD Eibar,2016-2017,2,0,,2016
3184,,Spain,Laliga,Kiko Femenía,CD Alavés,2016-2017,2,0,,2016
3185,,Spain,Laliga,Juanfran,Atlético Madrid,2016-2017,2,0,,2016
3186,,Spain,Laliga,Busquets,FC Barcelona,2016-2017,2,0,,2016
3187,,Spain,Laliga,Arbilla,SD Eibar,2016-2017,2,0,,2016
3188,,Portugal,Laliga,Luisinho,Deportivo La Coruña,2016-2017,2,0,,2016
3189,,Brazil,Laliga,Mariano,Sevilla FC,2016-2017,2,0,,2016
3190,,Spain,Laliga,Señé,Celta Vigo,2016-2017,2,0,,2016
3191,,Spain,Laliga,Omar,CD Leganés,2016-2017,2,0,,2016
3192,,Spain,Laliga,Oier,CA Osasuna,2016-2017,2,0,,2016
3193,,Argentina,Laliga,Mateo Musacchio,Villarreal CF,2016-2017,2,0,,2016
3194,,Spain,Laliga,Héctor,Real SociedadGranada CF,2016-2017,2,0,,2016
3195,,Spain,Laliga,Marcos Llorente,CD Alavés,2016-2017,2,0,,2016
3196,,Spain,Laliga,Fran Mérida,CA Osasuna,2016-2017,0,1,287.,2016
3197,,Italy,Laliga,Rodrigo Ely,CD Alavés,2016-2017,0,1,,2016
3198,,Nigeria,Laliga,Elderson Echiéjilé,Sporting Gijón,2016-2017,0,1,,2016
3199,,Chile,Laliga,Felipe Gutiérrez,Real Betis,2016-2017,0,1,,2016
3200,,Chile,Laliga,Pablo Hernández,Celta Vigo,2016-2017,0,1,,2016
3201,,Iceland,Laliga,Sverrir Ingason,Granada CF,2016-2017,0,1,,2016
3202,,Denmark,Laliga,Andrew Hjulsager,Celta Vigo,2016-2017,0,1,,2016
3203,,Spain,Laliga,Pape Diop,Celta Vigo,2016-2017,0,1,,2016
3204,,Spain,Laliga,Diego Rico,CD Leganés,2016-2017,0,1,,2016
3205,,Belgium,Laliga,Zakaria Bakkali,Valencia CF,2016-2017,0,1,,2016
3206,,Spain,Laliga,Álex,Deportivo La Coruña,2016-2017,0,1,,2016
3207,,Spain,Laliga,Bruno,Real Betis,2016-2017,0,1,,2016
3208,,Spain,Laliga,Carlos Fernández,Sevilla FC,2016-2017,0,1,,2016
3209,,Spain,Laliga,David García,CA Osasuna,2016-2017,0,1,,2016
3210,,Spain,Laliga,Clerc,CA Osasuna,2016-2017,0,1,,2016
3211,,Spain,Laliga,Javi Fuego,Espanyol Barcelona,2016-2017,0,1,,2016
3212,,Spain,Laliga,Lemos,Celta Vigo,2016-2017,0,1,,2016
3213,,Spain,Laliga,Rubén Peña,SD Eibar,2016-2017,0,1,,2016
3214,,Spain,Laliga,Rubén Pardo,Real SociedadReal Betis,2016-2017,0,1,,2016
3215,,Mexico,Laliga,Diego Reyes,Espanyol Barcelona,2016-2017,0,1,,2016
3216,,Brazil,Laliga,Sidnei,Deportivo La Coruña,2016-2017,0,1,,2016
3217,,Greece,Laliga,Dimitrios Siovas,CD Leganés,2016-2017,0,1,,2016
3218,,France,Laliga,Samuel Umtiti,FC Barcelona,2016-2017,0,1,,2016
3219,,Portugal,Laliga,Tiago,Atlético Madrid,2016-2017,0,1,,2016
3220,,Argentina,Laliga,Germán Pezzella,Real Betis,2016-2017,0,1,,2016
3221,,Serbia,Laliga,Nemanja Radoja,Celta Vigo,2016-2017,0,1,,2016
3222,,France,Laliga,Jérémy Mathieu,FC Barcelona,2016-2017,0,1,,2016
3223,,Argentina,Laliga,Martín Mantovani,CD Leganés,2016-2017,0,1,,2016
3224,,Spain,Laliga,Miguel Flaño,CA Osasuna,2016-2017,0,1,,2016
3225,,Spain,Laliga,Mikel Rico,Athletic Bilbao,2016-2017,0,1,,2016
3226,,Spain,Laliga,Pablo Insua,CD Leganés,2016-2017,0,1,,2016
3227,,Spain,Laliga,Olavide,CA Osasuna,2016-2017,0,1,,2016
3228,,Spain,Laliga,Nano,SD Eibar,2016-2017,0,1,,2016
3229,,Portugal,Laliga,Rúben Vezo,Valencia CFGranada CF,2016-2017,1,0,,2016
3230,,Spain,Laliga,Samper,FC BarcelonaGranada CF,2016-2017,1,0,,2016
3231,,Spain,Laliga,Álvaro,Espanyol Barcelona,2016-2017,1,0,,2016
3232,,Venezuela,Laliga,Fernando Amorebieta,Sporting Gijón,2016-2017,1,0,,2016
3233,,Spain,Laliga,Javi López,Espanyol Barcelona,2016-2017,1,0,,2016
3234,,Brazil,Laliga,Siqueira,Valencia CF,2016-2017,1,0,,2016
3235,,Netherlands,Laliga,Ola John,Deportivo La Coruña,2016-2017,1,0,,2016
3236,,Spain,Laliga,Iván Márquez,CA Osasuna,2016-2017,1,0,,2016
3237,,Spain,Laliga,Iturraspe,Athletic Bilbao,2016-2017,1,0,,2016
3238,,Spain,Laliga,Granero,Real Sociedad,2016-2017,1,0,,2016
3239,,Spain,Laliga,Rodri,Villarreal CF,2016-2017,1,0,,2016
3240,,Portugal,Laliga,Hélder Lopes,UD Las Palmas,2016-2017,1,0,,2016
3241,,Spain,Laliga,Joseba Zaldúa,Real Sociedad,2016-2017,1,0,,2016
3242,,Spain,Laliga,Toni Lato,Valencia CF,2016-2017,1,0,,2016
3243,,Belgium,Laliga,Charly Musonda,Real Betis,2016-2017,1,0,,2016
3244,,Senegal,Laliga,Alfred N'Diaye,Villarreal CF,2016-2017,1,0,,2016
3245,,Serbia,Laliga,Aleksandar Pantić,CD Alavés,2016-2017,1,0,,2016
3246,,Spain,Laliga,Villalibre,Athletic Bilbao,2016-2017,1,0,,2016
3247,,Uruguay,Laliga,Federico Ricca,Málaga CF,2016-2017,1,0,,2016
3248,,France,Laliga,Emmanuel Rivière,CA Osasuna,2016-2017,1,0,,2016
3249,,Spain,Laliga,Marc Roca,Espanyol Barcelona,2016-2017,1,0,,2016
3250,,Spain,Laliga,Fuentes,CA Osasuna,2016-2017,1,0,,2016
3251,,Portugal,Laliga,Fábio Coentrão,Real Madrid,2016-2017,1,0,,2016
3252,,Spain,Laliga,Bustinza,CD Leganés,2016-2017,1,0,,2016
3253,,Paraguay,Laliga,Óscar Romero,CD Alavés,2016-2017,1,0,,2016
3254,,Spain,Laliga,Samuel,CD Leganés,2016-2017,1,0,,2016
3255,,Dom. Republic,Laliga,Cayetano Bonnín,CA Osasuna,2016-2017,1,0,,2016
3256,,Spain,Laliga,Barral,Granada CF,2016-2017,1,0,,2016
3257,,Spain,Laliga,Rubén Pérez,CD Leganés,2016-2017,1,0,,2016
3258,,France,Laliga,Matthieu Saunier,Granada CF,2016-2017,1,0,,2016
3259,,Spain,Laliga,Sergio Álvarez,Celta Vigo,2016-2017,1,0,,2016
3260,,Spain,Laliga,Cote,Villarreal CF,2016-2017,1,0,,2016
3261,,Netherlands,Laliga,Ryan Donk,Real Betis,2016-2017,1,0,,2016
3262,,Spain,Laliga,Eraso,Athletic Bilbao,2016-2017,1,0,,2016
3263,,Spain,Laliga,Erik Morán,CD Leganés,2016-2017,1,0,,2016
3264,,Spain,Laliga,De las Cuevas,CA Osasuna,2016-2017,1,0,,2016
3265,,Spain,Laliga,David Simón,UD Las Palmas,2016-2017,1,0,,2016
3266,,Spain,Laliga,Dani Castellano,UD Las Palmas,2016-2017,1,0,,2016
3267,,Spain,Laliga,David Costas,Celta Vigo,2016-2017,1,0,,2016
3268,,Argentina,Laliga,Enzo Pérez,Valencia CF,2016-2017,1,0,,2016
3269,,Argentina,Laliga,Lionel Messi,FC Barcelona,2017-2018,12,34,1.,2017
3270,,Uruguay,Laliga,Luis Suárez,FC Barcelona,2017-2018,12,25,2.,2017
3271,,Portugal,Laliga,Cristiano Ronaldo,Real Madrid,2017-2018,5,26,3.,2017
3272,,France,Laliga,Antoine Griezmann,Atlético Madrid,2017-2018,9,19,4.,2017
3273,,Spain,Laliga,Iago Aspas,Celta Vigo,2017-2018,5,22,5.,2017
3274,,Uruguay,Laliga,Cristhian Stuani,Girona FC,2017-2018,0,21,6.,2017
3275,,Uruguay,Laliga,Maximiliano Gómez,Celta Vigo,2017-2018,4,17,,2017
3276,,Colombia,Laliga,Carlos Bacca,Villarreal CF,2017-2018,6,15,,2017
3277,,Spain,Laliga,Rodrigo,Valencia CF,2017-2018,4,16,9.,2017
3278,,Brazil,Laliga,Willian José,Real Sociedad,2017-2018,4,15,10.,2017
3279,,Wales,Laliga,Gareth Bale,Real Madrid,2017-2018,2,16,11.,2017
3280,,Spain,Laliga,Morales,Levante UD,2017-2018,8,10,,2017
3281,,Spain,Laliga,Gerard,Espanyol Barcelona,2017-2018,1,16,13.,2017
3282,,Spain,Laliga,Mikel Oyarzabal,Real Sociedad,2017-2018,5,12,,2017
3283,,Spain,Laliga,Portu,Girona FC,2017-2018,5,11,15.,2017
3284,,Spain,Laliga,Munir,CD Alavés,2017-2018,6,10,,2017
3285,,Spain,Laliga,Ángel,Getafe CF,2017-2018,2,13,17.,2017
3286,,Spain,Laliga,Adrián,Deportivo La Coruña,2017-2018,6,9,,2017
3287,,France,Laliga,Karim Benzema,Real Madrid,2017-2018,10,5,,2017
3288,,Spain,Laliga,Pablo Fornals,Villarreal CF,2017-2018,12,3,,2017
3289,,Italy,Laliga,Simone Zaza,Valencia CF,2017-2018,1,13,21.,2017
3290,,Spain,Laliga,Santi Mina,Valencia CF,2017-2018,2,12,,2017
3291,,Spain,Laliga,Lucas Pérez,Deportivo La Coruña,2017-2018,6,8,,2017
3292,,Spain,Laliga,Isco,Real Madrid,2017-2018,7,7,,2017
3293,,Spain,Laliga,Parejo,Valencia CF,2017-2018,7,7,,2017
3294,,Portugal,Laliga,Gonçalo Guedes,Valencia CF,2017-2018,9,5,,2017
3295,,Denmark,Laliga,Pione Sisto,Celta Vigo,2017-2018,9,5,,2017
3296,,Brazil,Laliga,Coutinho,FC Barcelona,2017-2018,5,8,28.,2017
3297,,Spain,Laliga,Williams,Athletic Bilbao,2017-2018,6,7,,2017
3298,,Spain,Laliga,Ibai,CD Alavés,2017-2018,6,7,,2017
3299,,Denmark,Laliga,Daniel Wass,Celta Vigo,2017-2018,9,4,,2017
3300,,Spain,Laliga,Sergio León,Real Betis,2017-2018,1,11,32.,2017
3301,,Argentina,Laliga,Jonathan Calleri,UD Las Palmas,2017-2018,3,9,,2017
3302,,France,Laliga,Wissam Ben Yedder,Sevilla FC,2017-2018,3,9,,2017
3303,,Argentina,Laliga,Ángel Correa,Atlético Madrid,2017-2018,4,8,,2017
3304,,Spain,Laliga,Illarra,Real Sociedad,2017-2018,5,7,,2017
3305,,Spain,Laliga,Marco Asensio,Real Madrid,2017-2018,6,6,,2017
3306,,Germany,Laliga,Toni Kroos,Real Madrid,2017-2018,7,5,,2017
3307,,Spain,Laliga,Raúl García,Athletic Bilbao,2017-2018,1,10,39.,2017
3308,,Brazil,Laliga,Paulinho,FC Barcelona,2017-2018,2,9,,2017
3309,,Brazil,Laliga,Leo Baptistão,Espanyol Barcelona,2017-2018,3,8,,2017
3310,,Spain,Laliga,Molina,Getafe CF,2017-2018,4,7,,2017
3311,,Spain,Laliga,Samu Castillejo,Villarreal CF,2017-2018,5,6,,2017
3312,,Spain,Laliga,Pablo Sarabia,Sevilla FC,2017-2018,5,6,,2017
3313,,Spain,Laliga,Joaquín,Real Betis,2017-2018,7,4,,2017
3314,,Spain,Laliga,Lucas Vázquez,Real Madrid,2017-2018,7,4,,2017
3315,,Macedonia,Laliga,Enis Bardhi,Levante UD,2017-2018,1,9,47.,2017
3316,,Spain,Laliga,Aduriz,Athletic Bilbao,2017-2018,1,9,,2017
3317,,Spain,Laliga,Juanmi,Real Sociedad,2017-2018,2,8,,2017
3318,,Romania,Laliga,Florin Andone,Deportivo La Coruña,2017-2018,3,7,,2017
3319,,Spain,Laliga,Joan Jordán,SD Eibar,2017-2018,4,6,,2017
3320,,Italy,Laliga,Franco Vázquez,Sevilla FC,2017-2018,6,4,,2017
3321,,Spain,Laliga,Jordi Alba,FC Barcelona,2017-2018,8,2,,2017
3322,,Mexico,Laliga,Andrés Guardado,Real Betis,2017-2018,8,2,,2017
3323,,Congo DR,Laliga,Cédric Bakambu,Villarreal CF,2017-2018,0,9,55.,2017
3324,,Brazil,Laliga,Charles,SD Eibar,2017-2018,1,8,,2017
3325,,Spain,Laliga,Kike García,SD Eibar,2017-2018,1,8,,2017
3326,,Colombia,Laliga,Luis Muriel,Sevilla FC,2017-2018,2,7,,2017
3327,,France,Laliga,Kevin Gameiro,Atlético Madrid,2017-2018,2,7,,2017
3328,,Turkey,Laliga,Enes Ünal,Villarreal CFLevante UD,2017-2018,3,6,,2017
3329,,Spain,Laliga,Canales,Real Sociedad,2017-2018,5,4,,2017
3330,,Spain,Laliga,Koke,Atlético Madrid,2017-2018,5,4,,2017
3331,,Spain,Laliga,Nolito,Sevilla FC,2017-2018,5,4,,2017
3332,,France,Laliga,Ousmane Dembélé,FC Barcelona,2017-2018,6,3,,2017
3333,,Spain,Laliga,Fabián Ruiz,Real Betis,2017-2018,6,3,,2017
3334,,France,Laliga,Loïc Rémy,UD Las PalmasGetafe CF,2017-2018,0,8,66.,2017
3335,,Paraguay,Laliga,Antonio Sanabria,Real Betis,2017-2018,0,8,,2017
3336,,Brazil,Laliga,Casemiro,Real Madrid,2017-2018,3,5,,2017
3337,,France,Laliga,Geoffrey Kondogbia,Valencia CF,2017-2018,4,4,,2017
3338,,Belgium,Laliga,Adnan Januzaj,Real Sociedad,2017-2018,5,3,,2017
3339,,Spain,Laliga,Pedraza,CD Alavés,2017-2018,5,3,,2017
3340,,Spain,Laliga,Sergio García,Espanyol Barcelona,2017-2018,6,2,,2017
3341,,Brazil,Laliga,Marcelo,Real Madrid,2017-2018,6,2,,2017
3342,,Spain,Laliga,Álex Granell,Girona FC,2017-2018,7,1,,2017
3343,,Spain,Laliga,Sergi Roberto,FC Barcelona,2017-2018,7,1,,2017
3344,,Spain,Laliga,Cote,SD Eibar,2017-2018,8,0,,2017
3345,,Spain,Laliga,Loren,Real Betis,2017-2018,0,7,77.,2017
3346,,Japan,Laliga,Takashi Inui,SD Eibar,2017-2018,2,5,,2017
3347,,Brazil,Laliga,Gabriel,CD Leganés,2017-2018,2,5,,2017
3348,,Spain,Laliga,Eraso,CD Leganés,2017-2018,3,4,,2017
3349,,Spain,Laliga,Guerrero,CD Leganés,2017-2018,3,4,,2017
3350,,Spain,Laliga,Jonathan Viera,UD Las Palmas,2017-2018,3,4,,2017
3351,,Spain,Laliga,Paco Alcácer,FC Barcelona,2017-2018,3,4,,2017
3352,,Spain,Laliga,Ivi,Levante UD,2017-2018,3,4,,2017
3353,,Spain,Laliga,Cristian Tello,Real Betis,2017-2018,3,4,,2017
3354,,Spain,Laliga,Trigueros,Villarreal CF,2017-2018,4,3,,2017
3355,,Spain,Laliga,Xabi Prieto,Real Sociedad,2017-2018,4,3,,2017
3356,,Belgium,Laliga,Yannick Ferreira-Carrasco,Atlético Madrid,2017-2018,4,3,,2017
3357,,Spain,Laliga,Borja García,Girona FC,2017-2018,5,2,,2017
3358,,Croatia,Laliga,Luka Modrić,Real Madrid,2017-2018,6,1,,2017
3359,,Ghana,Laliga,Emmanuel Boateng,Levante UD,2017-2018,0,6,91.,2017
3360,,Spain,Laliga,Juanpe,Girona FC,2017-2018,1,5,,2017
3361,,Italy,Laliga,Nicola Sansone,Villarreal CF,2017-2018,1,5,,2017
3362,,Spain,Laliga,Muniain,Athletic Bilbao,2017-2018,2,4,,2017
3363,,Uruguay,Laliga,Gonzalo Castro,Málaga CF,2017-2018,2,4,,2017
3364,,Spain,Laliga,Aritz Elustondo,Real Sociedad,2017-2018,3,3,,2017
3365,,Senegal,Laliga,Amath Diedhiou,Getafe CF,2017-2018,3,3,,2017
3366,,Sweden,Laliga,John Guidetti,CD AlavésCelta Vigo,2017-2018,3,3,,2017
3367,,Argentina,Laliga,Éver Banega,Sevilla FC,2017-2018,3,3,,2017
3368,,Spain,Laliga,Diego Costa,Atlético Madrid,2017-2018,3,3,,2017
3369,,Costa Rica,Laliga,Celso Borges,Deportivo La Coruña,2017-2018,3,3,,2017
3370,,Spain,Laliga,Dani Raba,Villarreal CF,2017-2018,4,2,,2017
3371,,Morocco,Laliga,Nordin Amrabat,CD Leganés,2017-2018,4,2,,2017
3372,,Croatia,Laliga,Ivan Rakitić,FC Barcelona,2017-2018,5,1,,2017
3373,,Spain,Laliga,Barragán,Real Betis,2017-2018,6,0,,2017
3374,,Spain,Laliga,Fernando Torres,Atlético Madrid,2017-2018,0,5,106.,2017
3375,,Uruguay,Laliga,Diego Rolán,Málaga CF,2017-2018,0,5,,2017
3376,,Spain,Laliga,Markel Bergara,Getafe CF,2017-2018,1,4,,2017
3377,,Spain,Laliga,Sergio Ramos,Real Madrid,2017-2018,1,4,,2017
3378,,Chile,Laliga,Pablo Hernández,Celta Vigo,2017-2018,2,3,,2017
3379,,Spain,Laliga,Borja Valle,Deportivo La Coruña,2017-2018,2,3,,2017
3380,,Spain,Laliga,Roger,Levante UD,2017-2018,2,3,,2017
3381,,Spain,Laliga,Susaeta,Athletic Bilbao,2017-2018,2,3,,2017
3382,,Spain,Laliga,Rubén Sobrino,CD Alavés,2017-2018,2,3,,2017
3383,,Chile,Laliga,Fabián Orellana,Valencia CFSD Eibar,2017-2018,2,3,,2017
3384,,Spain,Laliga,Saúl,Atlético Madrid,2017-2018,3,2,,2017
3385,,Spain,Laliga,Mario,Villarreal CF,2017-2018,3,2,,2017
3386,,Algeria,Laliga,Ryad Boudebouz,Real Betis,2017-2018,3,2,,2017
3387,,Argentina,Laliga,Pablo Piatti,Espanyol Barcelona,2017-2018,3,2,,2017
3388,,Denmark,Laliga,Riza Durmisi,Real Betis,2017-2018,3,2,,2017
3389,,Spain,Laliga,Portillo,Getafe CF,2017-2018,3,2,,2017
3390,,Spain,Laliga,Carlos Soler,Valencia CF,2017-2018,4,1,,2017
3391,,Uruguay,Laliga,Damián Suárez,Getafe CF,2017-2018,4,1,,2017
3392,,Spain,Laliga,Campaña,Levante UD,2017-2018,4,1,,2017
3393,,Morocco,Laliga,Fayçal Fajr,Getafe CF,2017-2018,4,1,,2017
3394,,Spain,Laliga,Busquets,FC Barcelona,2017-2018,4,1,,2017
3395,,Spain,Laliga,Hugo Mallo,Celta Vigo,2017-2018,5,0,,2017
3396,,Morocco,Laliga,Youssef En-Nesyri,Málaga CF,2017-2018,0,4,128.,2017
3397,,Spain,Laliga,Sergi Enrich,SD Eibar,2017-2018,1,3,,2017
3398,,Kenya,Laliga,Michael Olunga,Girona FC,2017-2018,1,3,,2017
3399,,Spain,Laliga,Borja Mayoral,Real Madrid,2017-2018,1,3,,2017
3400,,France,Laliga,Clément Lenglet,Sevilla FC,2017-2018,1,3,,2017
3401,,Switzerland,Laliga,Fabian Schär,Deportivo La Coruña,2017-2018,2,2,,2017
