,,Pais,Liga,Jogador,Time,Temporada,ass,gols,rank,Ano_inicio
1232,,Germany,Bundesliga,Salih Özcan,1. FC Köln,2016-2017,1,0,,2016
1233,,Germany,Bundesliga,Raphael Framberger,FC Augsburg,2016-2017,1,0,,2016
1234,,Switzerland,Bundesliga,Fabian Frei,1. FSV Mainz 05,2016-2017,1,0,,2016
1235,,Switzerland,Bundesliga,Ulisses Garcia,Werder Bremen,2016-2017,1,0,,2016
1236,,Germany,Bundesliga,Maximilian Mittelstädt,Hertha BSC,2016-2017,1,0,,2016
1237,,France,Bundesliga,Josuha Guilavogui,VfL Wolfsburg,2016-2017,1,0,,2016
1238,,Germany,Bundesliga,Marco Höger,1. FC Köln,2016-2017,1,0,,2016
1239,,Germany,Bundesliga,Sebastian Jung,VfL Wolfsburg,2016-2017,1,0,,2016
1240,,Germany,Bundesliga,Gerrit Holtmann,1. FSV Mainz 05,2016-2017,1,0,,2016
1241,,Germany,Bundesliga,Jannes Horn,VfL Wolfsburg,2016-2017,1,0,,2016
1242,,Germany,Bundesliga,Jonas Hofmann,Bor. Mönchengladbach,2016-2017,1,0,,2016
1243,,Germany,Bundesliga,Dominique Heintz,1. FC Köln,2016-2017,1,0,,2016
1244,,Switzerland,Bundesliga,Fabian Lustenberger,Hertha BSC,2016-2017,1,0,,2016
1245,,Germany,Bundesliga,Lukas Kübler,SC Freiburg,2016-2017,1,0,,2016
1246,,Germany,Bundesliga,Alexander Hack,1. FSV Mainz 05,2016-2017,1,0,,2016
1247,,Netherlands,Bundesliga,Bas Dost,VfL Wolfsburg,2016-2017,1,0,,2016
1248,,Germany,Bundesliga,Marcel Schmelzer,Borussia Dortmund,2016-2017,1,0,,2016
1249,,Brazil,Bundesliga,Bernardo,RB Leipzig,2016-2017,1,0,,2016
1250,,Germany,Bundesliga,Christian Träsch,VfL Wolfsburg,2016-2017,1,0,,2016
1251,,Germany,Bundesliga,Jérôme Boateng,Bayern München,2016-2017,1,0,,2016
1252,,Congo DR,Bundesliga,Marcel Tisserand,FC Ingolstadt 04,2016-2017,1,0,,2016
1253,,Austria,Bundesliga,Stefan Ilsanker,RB Leipzig,2016-2017,1,0,,2016
1254,,Netherlands,Bundesliga,Riechedly Bazoer,VfL Wolfsburg,2016-2017,1,0,,2016
1255,,Germany,Bundesliga,Dennis Aogo,FC Schalke 04,2016-2017,1,0,,2016
1256,,Jamaica,Bundesliga,Leon Bailey,Bayer Leverkusen,2016-2017,1,0,,2016
1257,,Austria,Bundesliga,Julian Baumgartlinger,Bayer Leverkusen,2016-2017,1,0,,2016
1258,,Austria,Bundesliga,Georg Teigl,FC Augsburg,2016-2017,1,0,,2016
1259,,Turkey,Bundesliga,Onur Bulut,SC Freiburg,2016-2017,1,0,,2016
1260,,Germany,Bundesliga,Dennis Diekmeier,Hamburger SV,2016-2017,1,0,,2016
1261,,Switzerland,Bundesliga,Pirmin Schwegler,1899 Hoffenheim,2016-2017,1,0,,2016
1262,,Italy,Bundesliga,Giulio Donati,1. FSV Mainz 05,2016-2017,1,0,,2016
1263,,Germany,Bundesliga,Niklas Schmidt,Werder Bremen,2016-2017,1,0,,2016
1264,,Austria,Bundesliga,Kevin Danso,FC Augsburg,2016-2017,1,0,,2016
1265,,Germany,Bundesliga,Danny da Costa,Bayer Leverkusen,2016-2017,1,0,,2016
1266,,France,Bundesliga,Gaëtan Bussmann,1. FSV Mainz 05,2016-2017,1,0,,2016
1267,,Germany,Bundesliga,Markus Steinhöfer,SV Darmstadt 98,2016-2017,1,0,,2016
1268,,Turkey,Bundesliga,Çağlar Söyüncü,SC Freiburg,2016-2017,1,0,,2016
1269,,Germany,Bundesliga,René Adler,Hamburger SV,2016-2017,1,0,,2016
1270,,Poland,Bundesliga,Robert Lewandowski,Bayern München,2017-2018,4,29,1.,2017
1271,,Germany,Bundesliga,Mark Uth,1899 Hoffenheim,2017-2018,8,14,2.,2017
1272,,Germany,Bundesliga,Thomas Müller,Bayern München,2017-2018,14,8,,2017
1273,,Germany,Bundesliga,Timo Werner,RB Leipzig,2017-2018,7,13,4.,2017
1274,,Croatia,Bundesliga,Andrej Kramarić,1899 Hoffenheim,2017-2018,7,13,,2017
1275,,Germany,Bundesliga,Nils Petersen,SC Freiburg,2017-2018,3,15,6.,2017
1276,,Colombia,Bundesliga,James Rodríguez,Bayern München,2017-2018,11,7,,2017
1277,,Germany,Bundesliga,Niclas Füllkrug,Hannover 96,2017-2018,3,14,8.,2017
1278,,Germany,Bundesliga,Kevin Volland,Bayer Leverkusen,2017-2018,3,14,,2017
1279,,Gabon,Bundesliga,Pierre-Emerick Aubameyang,Borussia Dortmund,2017-2018,4,13,,2017
1280,,Austria,Bundesliga,Michael Gregoritsch,FC Augsburg,2017-2018,4,13,,2017
1281,,Iceland,Bundesliga,Alfreð Finnbogason,FC Augsburg,2017-2018,4,12,12.,2017
1282,,Austria,Bundesliga,Guido Burgstaller,FC Schalke 04,2017-2018,5,11,,2017
1283,,Belgium,Bundesliga,Thorgan Hazard,Bor. Mönchengladbach,2017-2018,6,10,,2017
1284,,Germany,Bundesliga,Serge Gnabry,1899 Hoffenheim,2017-2018,6,10,,2017
1285,,Jamaica,Bundesliga,Leon Bailey,Bayer Leverkusen,2017-2018,7,9,,2017
1286,,Ivory Coast,Bundesliga,Salomon Kalou,Hertha BSC,2017-2018,3,12,17.,2017
1287,,Germany,Bundesliga,Sandro Wagner,Bayern München1899 Hoffenheim,2017-2018,3,12,,2017
1288,,Germany,Bundesliga,Daniel Didavi,VfL Wolfsburg,2017-2018,6,9,,2017
1289,,France,Bundesliga,Jean-Kévin Augustin,RB Leipzig,2017-2018,6,9,,2017
1290,,Germany,Bundesliga,Daniel Caligiuri,FC Schalke 04,2017-2018,9,6,,2017
1291,,Germany,Bundesliga,Philipp Max,FC Augsburg,2017-2018,13,2,,2017
1292,,Germany,Bundesliga,Davie Selke,Hertha BSC,2017-2018,4,10,23.,2017
1293,,Argentina,Bundesliga,Lucas Alario,Bayer Leverkusen,2017-2018,5,9,,2017
1294,,Germany,Bundesliga,Julian Brandt,Bayer Leverkusen,2017-2018,5,9,,2017
1295,,Brazil,Bundesliga,Caiuby,FC Augsburg,2017-2018,9,5,,2017
1296,,Germany,Bundesliga,Joshua Kimmich,Bayern München,2017-2018,13,1,,2017
1297,,Germany,Bundesliga,Mario Gomez,VfB StuttgartVfL Wolfsburg,2017-2018,4,9,28.,2017
1298,,France,Bundesliga,Sébastien Haller,Eintracht Frankfurt,2017-2018,4,9,,2017
1299,,Germany,Bundesliga,Max Kruse,Werder Bremen,2017-2018,7,6,,2017
1300,,Germany,Bundesliga,Marius Wolf,Eintracht Frankfurt,2017-2018,8,5,,2017
1301,,Japan,Bundesliga,Yoshinori Mutō,1. FSV Mainz 05,2017-2018,4,8,32.,2017
1302,,Germany,Bundesliga,Kai Havertz,Bayer Leverkusen,2017-2018,9,3,,2017
1303,,Austria,Bundesliga,Martin Harnik,Hannover 96,2017-2018,2,9,34.,2017
1304,,Germany,Bundesliga,Maximilian Philipp,Borussia Dortmund,2017-2018,2,9,,2017
1305,,Brazil,Bundesliga,Raffael,Bor. Mönchengladbach,2017-2018,2,9,,2017
1306,,Guinea,Bundesliga,Naby Keïta,RB Leipzig,2017-2018,5,6,,2017
1307,,Netherlands,Bundesliga,Arjen Robben,Bayern München,2017-2018,6,5,,2017
1308,,Germany,Bundesliga,Lars Stindl,Bor. Mönchengladbach,2017-2018,4,6,39.,2017
1309,,Bosnia-Herzegovina,Bundesliga,Vedad Ibišević,Hertha BSC,2017-2018,4,6,,2017
1310,,France,Bundesliga,Corentin Tolisso,Bayern München,2017-2018,4,6,,2017
1311,,Germany,Bundesliga,Felix Klaus,Hannover 96,2017-2018,6,4,,2017
1312,,USA,Bundesliga,Christian Pulisic,Borussia Dortmund,2017-2018,6,4,,2017
1313,,Morocco,Bundesliga,Amine Harit,FC Schalke 04,2017-2018,7,3,,2017
1314,,Serbia,Bundesliga,Luka Jović,Eintracht Frankfurt,2017-2018,1,8,45.,2017
1315,,Brazil,Bundesliga,Naldo,FC Schalke 04,2017-2018,2,7,,2017
1316,,Germany,Bundesliga,Simon Terodde,1. FC KölnVfB Stuttgart,2017-2018,2,7,,2017
1317,,Croatia,Bundesliga,Ante Rebić,Eintracht Frankfurt,2017-2018,3,6,,2017
1318,,Turkey,Bundesliga,Yunus Mallı,VfL Wolfsburg,2017-2018,4,5,,2017
1319,,Ukraine,Bundesliga,Yevhen Konoplyanka,FC Schalke 04,2017-2018,5,4,,2017
1320,,Austria,Bundesliga,Marcel Sabitzer,RB Leipzig,2017-2018,6,3,,2017
1321,,Belgium,Bundesliga,Michy Batshuayi,Borussia Dortmund,2017-2018,1,7,52.,2017
1322,,Belgium,Bundesliga,Divock Origi,VfL Wolfsburg,2017-2018,2,6,,2017
1323,,Chile,Bundesliga,Arturo Vidal,Bayern München,2017-2018,2,6,,2017
1324,,Togo,Bundesliga,Ihlas Bebou,Hannover 96,2017-2018,3,5,,2017
1325,,Japan,Bundesliga,Shinji Kagawa,Borussia Dortmund,2017-2018,3,5,,2017
1326,,Argentina,Bundesliga,Pablo de Blasis,1. FSV Mainz 05,2017-2018,3,5,,2017
1327,,England,Bundesliga,Ademola Lookman,RB Leipzig,2017-2018,3,5,,2017
1328,,Denmark,Bundesliga,Thomas Delaney,Werder Bremen,2017-2018,5,3,,2017
1329,,Germany,Bundesliga,Lars Bender,Bayer Leverkusen,2017-2018,6,2,,2017
1330,,Germany,Bundesliga,Daniel Ginczek,VfB Stuttgart,2017-2018,0,7,61.,2017
1331,,Germany,Bundesliga,Marco Reus,Borussia Dortmund,2017-2018,0,7,,2017
1332,,Ghana,Bundesliga,Kevin-Prince Boateng,Eintracht Frankfurt,2017-2018,1,6,,2017
1333,,Germany,Bundesliga,Matthias Ginter,Bor. Mönchengladbach,2017-2018,2,5,,2017
1334,,Germany,Bundesliga,Leonardo Bittencourt,1. FC Köln,2017-2018,2,5,,2017
1335,,Germany,Bundesliga,Leon Goretzka,FC Schalke 04,2017-2018,3,4,,2017
1336,,France,Bundesliga,Kingsley Coman,Bayern München,2017-2018,4,3,,2017
1337,,Germany,Bundesliga,Janik Haberer,SC Freiburg,2017-2018,4,3,,2017
1338,,Serbia,Bundesliga,Miloš Jojić,1. FC Köln,2017-2018,5,2,,2017
1339,,Austria,Bundesliga,Valentino Lazaro,Hertha BSC,2017-2018,5,2,,2017
1340,,Germany,Bundesliga,Marvin Plattenhardt,Hertha BSC,2017-2018,7,0,,2017
1341,,Germany,Bundesliga,Lewis Holtby,Hamburger SV,2017-2018,0,6,72.,2017
1342,,Australia,Bundesliga,Mathew Leckie,Hertha BSC,2017-2018,1,5,,2017
1343,,Serbia,Bundesliga,Filip Kostić,Hamburger SV,2017-2018,1,5,,2017
1344,,Hungary,Bundesliga,Ádám Szalai,1899 Hoffenheim,2017-2018,1,5,,2017
1345,,France,Bundesliga,Franck Ribéry,Bayern München,2017-2018,1,5,,2017
1346,,Japan,Bundesliga,Yuya Osako,1. FC Köln,2017-2018,2,4,,2017
1347,,Croatia,Bundesliga,Josip Brekalo,VfB StuttgartVfL Wolfsburg,2017-2018,2,4,,2017
1348,,Portugal,Bundesliga,Bruma,RB Leipzig,2017-2018,2,4,,2017
1349,,Denmark,Bundesliga,Emil Berggreen,1. FSV Mainz 05,2017-2018,2,4,,2017
1350,,Denmark,Bundesliga,Yussuf Poulsen,RB Leipzig,2017-2018,2,4,,2017
1351,,Brazil,Bundesliga,Jonathas,Hannover 96,2017-2018,3,3,,2017
1352,,Ukraine,Bundesliga,Andrey Yarmolenko,Borussia Dortmund,2017-2018,3,3,,2017
1353,,Germany,Bundesliga,Lukas Rupp,1899 Hoffenheim,2017-2018,3,3,,2017
1354,,Austria,Bundesliga,Florian Kainz,Werder Bremen,2017-2018,3,3,,2017
1355,,Switzerland,Bundesliga,Admir Mehmedi,Bayer LeverkusenVfL Wolfsburg,2017-2018,3,3,,2017
1356,,Austria,Bundesliga,Zlatko Junuzović,Werder Bremen,2017-2018,4,2,,2017
1357,,USA,Bundesliga,Timothy Chandler,Eintracht Frankfurt,2017-2018,4,2,,2017
1358,,Germany,Bundesliga,Erik Thommy,VfB StuttgartFC Augsburg,2017-2018,4,2,,2017
1359,,Czech Republic,Bundesliga,Pavel Kadeřábek,1899 Hoffenheim,2017-2018,4,2,,2017
1360,,Germany,Bundesliga,Daniel Brosinski,1. FSV Mainz 05,2017-2018,5,1,,2017
1361,,Germany,Bundesliga,André Schürrle,Borussia Dortmund,2017-2018,5,1,,2017
1362,,Switzerland,Bundesliga,Pirmin Schwegler,Hannover 96,2017-2018,6,0,,2017
1363,,Germany,Bundesliga,Dennis Aogo,VfB Stuttgart,2017-2018,6,0,,2017
1364,,Congo DR,Bundesliga,Chadrac Akolo,VfB Stuttgart,2017-2018,0,5,95.,2017
1365,,Senegal,Bundesliga,Salif Sané,Hannover 96,2017-2018,1,4,,2017
1366,,Sweden,Bundesliga,Robin Quaison,1. FSV Mainz 05,2017-2018,1,4,,2017
1367,,France,Bundesliga,Serhou Guirassy,1. FC Köln,2017-2018,1,4,,2017
1368,,Algeria,Bundesliga,Nabil Bentaleb,FC Schalke 04,2017-2018,1,4,,2017
1369,,Switzerland,Bundesliga,Josip Drmić,Bor. Mönchengladbach,2017-2018,1,4,,2017
1370,,Algeria,Bundesliga,Ishak Belfodil,Werder Bremen,2017-2018,1,4,,2017
1371,,Switzerland,Bundesliga,Breel Embolo,FC Schalke 04,2017-2018,2,3,,2017
1372,,Germany,Bundesliga,Benjamin Hübner,1899 Hoffenheim,2017-2018,2,3,,2017
1373,,France,Bundesliga,Josuha Guilavogui,VfL Wolfsburg,2017-2018,2,3,,2017
1374,,Argentina,Bundesliga,Franco Di Santo,FC Schalke 04,2017-2018,2,3,,2017
1375,,Germany,Bundesliga,Aaron Hunt,Hamburger SV,2017-2018,2,3,,2017
1376,,Brazil,Bundesliga,Wendell,Bayer Leverkusen,2017-2018,3,2,,2017
1377,,Germany,Bundesliga,Mario Götze,Borussia Dortmund,2017-2018,3,2,,2017
1378,,Germany,Bundesliga,Gerrit Holtmann,1. FSV Mainz 05,2017-2018,3,2,,2017
1379,,Turkey,Bundesliga,Nuri Şahin,Borussia Dortmund,2017-2018,3,2,,2017
1380,,Germany,Bundesliga,Nadiem Amiri,1899 Hoffenheim,2017-2018,3,2,,2017
1381,,Switzerland,Bundesliga,Nico Elvedi,Bor. Mönchengladbach,2017-2018,3,2,,2017
1382,,Germany,Bundesliga,Fin Bartels,Werder Bremen,2017-2018,3,2,,2017
1383,,Germany,Bundesliga,Maximilian Eggestein,Werder Bremen,2017-2018,3,2,,2017
1384,,Germany,Bundesliga,Tim Kleindienst,SC Freiburg,2017-2018,3,2,,2017
1385,,Netherlands,Bundesliga,Karim Rekik,Hertha BSC,2017-2018,3,2,,2017
1386,,Germany,Bundesliga,Nicolas Höfler,SC Freiburg,2017-2018,4,1,,2017
1387,,Germany,Bundesliga,Christian Günter,SC Freiburg,2017-2018,4,1,,2017
1388,,Germany,Bundesliga,Sebastian Rudy,Bayern München,2017-2018,4,1,,2017
1389,,England,Bundesliga,Jadon Sancho,Borussia Dortmund,2017-2018,4,1,,2017
1390,,Germany,Bundesliga,Nico Schulz,1899 Hoffenheim,2017-2018,4,1,,2017
1391,,Serbia,Bundesliga,Mijat Gaćinović,Eintracht Frankfurt,2017-2018,4,1,,2017
1392,,Italy,Bundesliga,Vincenzo Grifo,Bor. Mönchengladbach,2017-2018,5,0,,2017
1393,,Germany,Bundesliga,Thilo Kehrer,FC Schalke 04,2017-2018,1,3,124.,2017
1394,,Germany,Bundesliga,Jonas Hector,1. FC Köln,2017-2018,2,2,,2017
1395,,Netherlands,Bundesliga,Paul Verhaegh,VfL Wolfsburg,2017-2018,2,2,,2017
1396,,Switzerland,Bundesliga,Denis Zakaria,Bor. Mönchengladbach,2017-2018,2,2,,2017
1397,,Austria,Bundesliga,David Alaba,Bayern München,2017-2018,2,2,,2017
1398,,Romania,Bundesliga,Alexandru Maxim,1. FSV Mainz 05,2017-2018,2,2,,2017
1399,,Spain,Bundesliga,Thiago,Bayern München,2017-2018,2,2,,2017
1400,,Sweden,Bundesliga,Emil Forsberg,RB Leipzig,2017-2018,2,2,,2017
1401,,Germany,Bundesliga,Christian Gentner,VfB Stuttgart,2017-2018,2,2,,2017
1402,,Germany,Bundesliga,Kerem Demirbay,1899 Hoffenheim,2017-2018,2,2,,2017
1403,,Greece,Bundesliga,Anastasios Donis,VfB Stuttgart,2017-2018,2,2,,2017
1404,,Germany,Bundesliga,Marcel Halstenberg,RB Leipzig,2017-2018,2,2,,2017
1405,,Brazil,Bundesliga,Rafinha,Bayern München,2017-2018,3,1,,2017
1406,,Germany,Bundesliga,Marcel Risse,1. FC Köln,2017-2018,3,1,,2017
1407,,Brazil,Bundesliga,Walace,Hamburger SV,2017-2018,3,1,,2017
1408,,Germany,Bundesliga,Danny da Costa,Eintracht Frankfurt,2017-2018,3,1,,2017
1409,,Greece,Bundesliga,Panagiotis Retsos,Bayer Leverkusen,2017-2018,3,1,,2017
1410,,Ivory Coast,Bundesliga,Jean-Philippe Gbamin,1. FSV Mainz 05,2017-2018,3,1,,2017
1411,,Slovenia,Bundesliga,Kevin Kampl,Bayer LeverkusenRB Leipzig,2017-2018,3,1,,2017
1412,,Germany,Bundesliga,Karim Bellarabi,Bayer Leverkusen,2017-2018,3,1,,2017
1413,,Turkey,Bundesliga,Berkay Özcan,VfB Stuttgart,2017-2018,3,1,,2017
1414,,Chile,Bundesliga,Charles Aránguiz,Bayer Leverkusen,2017-2018,3,1,,2017
1415,,Germany,Bundesliga,Levin Öztunali,1. FSV Mainz 05,2017-2018,4,0,,2017
1416,,Germany,Bundesliga,Mahmoud Dahoud,Borussia Dortmund,2017-2018,4,0,,2017
1417,,Japan,Bundesliga,Tatsuya Ito,Hamburger SV,2017-2018,4,0,,2017
1418,,Germany,Bundesliga,Diego Demme,RB Leipzig,2017-2018,4,0,,2017
1419,,Hungary,Bundesliga,Willi Orban,RB Leipzig,2017-2018,0,3,150.,2017
1420,,France,Bundesliga,Dayot Upamecano,RB Leipzig,2017-2018,0,3,,2017
1421,,Denmark,Bundesliga,Jannik Vestergaard,Bor. Mönchengladbach,2017-2018,0,3,,2017
1422,,Germany,Bundesliga,Christoph Kramer,Bor. Mönchengladbach,2017-2018,0,3,,2017
1423,,Czech Republic,Bundesliga,Theodor Gebre Selassie,Werder Bremen,2017-2018,0,3,,2017
1424,,Germany,Bundesliga,André Hahn,Hamburger SV,2017-2018,0,3,,2017
1425,,Germany,Bundesliga,Ridle Baku,1. FSV Mainz 05,2017-2018,1,2,,2017
1426,,Spain,Bundesliga,Bartra,Borussia Dortmund,2017-2018,1,2,,2017
1427,,Denmark,Bundesliga,Frederik Sørensen,1. FC Köln,2017-2018,1,2,,2017
1428,,France,Bundesliga,Abdou Diallo,1. FSV Mainz 05,2017-2018,1,2,,2017
1429,,Germany,Bundesliga,Simon Zoller,1. FC Köln,2017-2018,1,2,,2017
1430,,Germany,Bundesliga,Dennis Geiger,1899 Hoffenheim,2017-2018,1,2,,2017
1431,,Germany,Bundesliga,Niklas Süle,Bayern München,2017-2018,1,2,,2017
1432,,Germany,Bundesliga,Alexander Esswein,Hertha BSC,2017-2018,1,2,,2017
1433,,Germany,Bundesliga,Robin Koch,SC Freiburg,2017-2018,1,2,,2017
1434,,Germany,Bundesliga,Mitchell Weiser,Hertha BSC,2017-2018,2,1,,2017
1435,,Germany,Bundesliga,Robin Knoche,VfL Wolfsburg,2017-2018,2,1,,2017
1436,,Austria,Bundesliga,Florian Grillitsch,1899 Hoffenheim,2017-2018,2,1,,2017
1437,,Switzerland,Bundesliga,Steven Zuber,1899 Hoffenheim,2017-2018,2,1,,2017
1438,,Germany,Bundesliga,Julian Korb,Hannover 96,2017-2018,2,1,,2017
1439,,Germany,Bundesliga,Andreas Beck,VfB Stuttgart,2017-2018,2,1,,2017
1440,,Germany,Bundesliga,Jérôme Boateng,Bayern München,2017-2018,2,1,,2017
1441,,Germany,Bundesliga,Jeremy Toljan,Borussia Dortmund1899 Hoffenheim,2017-2018,2,1,,2017
1442,,Poland,Bundesliga,Łukasz Piszczek,Borussia Dortmund,2017-2018,3,0,,2017
1443,,Germany,Bundesliga,Jonas Hofmann,Bor. Mönchengladbach,2017-2018,3,0,,2017
1444,,Germany,Bundesliga,Dennis Diekmeier,Hamburger SV,2017-2018,3,0,,2017
1445,,Czech Republic,Bundesliga,Vladimír Darida,Hertha BSC,2017-2018,3,0,,2017
1446,,Netherlands,Bundesliga,Jonathan de Guzmán,Eintracht Frankfurt,2017-2018,3,0,,2017
1447,,Italy,Bundesliga,Giulio Donati,1. FSV Mainz 05,2017-2018,3,0,,2017
1448,,Croatia,Bundesliga,Marko Pjaca,FC Schalke 04,2017-2018,0,2,179.,2017
1449,,Germany,Bundesliga,Suat Serdar,1. FSV Mainz 05,2017-2018,0,2,,2017
1450,,Germany,Bundesliga,Danny Latza,1. FSV Mainz 05,2017-2018,0,2,,2017
1451,,Finland,Bundesliga,Niklas Moisander,Werder Bremen,2017-2018,0,2,,2017
1452,,Germany,Bundesliga,Florian Niederlechner,SC Freiburg,2017-2018,0,2,,2017
1453,,Greece,Bundesliga,Sokratis Papastathopoulos,Borussia Dortmund,2017-2018,0,2,,2017
1454,,South Korea,Bundesliga,Ja-cheol Koo,FC Augsburg,2017-2018,0,2,,2017
1455,,Germany,Bundesliga,Sven Bender,Bayer Leverkusen,2017-2018,0,2,,2017
1456,,Venezuela,Bundesliga,Sergio Córdova,FC Augsburg,2017-2018,0,2,,2017
1457,,Germany,Bundesliga,Jann-Fiete Arp,Hamburger SV,2017-2018,0,2,,2017
1458,,Germany,Bundesliga,Maximilian Arnold,VfL Wolfsburg,2017-2018,0,2,,2017
1459,,USA,Bundesliga,Bobby Wood,Hamburger SV,2017-2018,0,2,,2017
1460,,Austria,Bundesliga,Kevin Danso,FC Augsburg,2017-2018,0,2,,2017
1461,,Germany,Bundesliga,Holger Badstuber,VfB Stuttgart,2017-2018,0,2,,2017
1462,,Greece,Bundesliga,Kyriakos Papadopoulos,Hamburger SV,2017-2018,1,1,,2017
1463,,Germany,Bundesliga,Rani Khedira,FC Augsburg,2017-2018,1,1,,2017
1464,,Portugal,Bundesliga,Raphaël Guerreiro,Borussia Dortmund,2017-2018,1,1,,2017
1465,,Germany,Bundesliga,Dominik Kohr,Bayer Leverkusen,2017-2018,1,1,,2017
1466,,Brazil,Bundesliga,Bernardo,RB Leipzig,2017-2018,1,1,,2017
1467,,Peru,Bundesliga,Claudio Pizarro,1. FC Köln,2017-2018,1,1,,2017
1468,,Germany,Bundesliga,Jérôme Gondorf,Werder Bremen,2017-2018,1,1,,2017
1469,,Germany,Bundesliga,Philipp Bargfrede,Werder Bremen,2017-2018,1,1,,2017
1470,,Norway,Bundesliga,Iver Fossum,Hannover 96,2017-2018,1,1,,2017
1471,,Germany,Bundesliga,Gideon Jung,Hamburger SV,2017-2018,1,1,,2017
1472,,Brazil,Bundesliga,Douglas Santos,Hamburger SV,2017-2018,1,1,,2017
1473,,Germany,Bundesliga,Mats Hummels,Bayern München,2017-2018,1,1,,2017
1474,,Germany,Bundesliga,Niklas Stark,Hertha BSC,2017-2018,1,1,,2017
1475,,Germany,Bundesliga,Luca Waldschmidt,Hamburger SV,2017-2018,1,1,,2017
1476,,Germany,Bundesliga,Yannick Gerhardt,VfL Wolfsburg,2017-2018,1,1,,2017
1477,,Sweden,Bundesliga,Oscar Wendt,Bor. Mönchengladbach,2017-2018,1,1,,2017
1478,,Spain,Bundesliga,Jorge Meré,1. FC Köln,2017-2018,1,1,,2017
1479,,Spain,Bundesliga,Javi Martínez,Bayern München,2017-2018,1,1,,2017
1480,,Germany,Bundesliga,Dominique Heintz,1. FC Köln,2017-2018,1,1,,2017
1481,,Germany,Bundesliga,Marco Terrazzino,SC Freiburg,2017-2018,2,0,,2017
1482,,France,Bundesliga,Yoric Ravet,SC Freiburg,2017-2018,2,0,,2017
1483,,Germany,Bundesliga,Matthias Ostrzolek,Hannover 96,2017-2018,2,0,,2017
1484,,Germany,Bundesliga,Bastian Oczipka,FC Schalke 04,2017-2018,2,0,,2017
1485,,Norway,Bundesliga,Per Skjelbred,Hertha BSC,2017-2018,2,0,,2017
1486,,France,Bundesliga,Benjamin Stambouli,FC Schalke 04,2017-2018,2,0,,2017
1487,,Netherlands,Bundesliga,Jetro Willems,Eintracht Frankfurt,2017-2018,2,0,,2017
1488,,Germany,Bundesliga,Jonathan Tah,Bayer Leverkusen,2017-2018,2,0,,2017
1489,,Austria,Bundesliga,Konrad Laimer,RB Leipzig,2017-2018,2,0,,2017
1490,,Spain,Bundesliga,Juan Bernat,Bayern München,2017-2018,2,0,,2017
1491,,Chile,Bundesliga,Miiko Albornoz,Hannover 96,2017-2018,2,0,,2017
1492,,Argentina,Bundesliga,David Abraham,Eintracht Frankfurt,2017-2018,2,0,,2017
1493,,Germany,Bundesliga,Daniel Baier,FC Augsburg,2017-2018,2,0,,2017
1494,,Colombia,Bundesliga,Jhon Córdoba,1. FC Köln,2017-2018,2,0,,2017
1495,,Argentina,Bundesliga,Emiliano Insúa,VfB Stuttgart,2017-2018,2,0,,2017
1496,,Germany,Bundesliga,Marcel Heller,FC Augsburg,2017-2018,2,0,,2017
1497,,Brazil,Bundesliga,William,VfL Wolfsburg,2017-2018,2,0,,2017
1498,,Germany,Bundesliga,Gonzalo Castro,Borussia Dortmund,2017-2018,2,0,,2017
1499,,USA,Bundesliga,Aron Jóhannsson,Werder Bremen,2017-2018,0,1,230.,2017
1500,,Germany,Bundesliga,Lucas Höler,SC Freiburg,2017-2018,0,1,,2017
1501,,Germany,Bundesliga,Robin Hack,1899 Hoffenheim,2017-2018,0,1,,2017
1502,,USA,Bundesliga,Fabian Johnson,Bor. Mönchengladbach,2017-2018,0,1,,2017
1503,,Serbia,Bundesliga,Gojko Kačar,FC Augsburg,2017-2018,0,1,,2017
1504,,Germany,Bundesliga,Florian Kath,SC Freiburg,2017-2018,0,1,,2017
1505,,Turkey,Bundesliga,Kenan Karaman,Hannover 96,2017-2018,0,1,,2017
1506,,Poland,Bundesliga,Bartosz Kapustka,SC Freiburg,2017-2018,0,1,,2017
1507,,Germany,Bundesliga,Alexander Hack,1. FSV Mainz 05,2017-2018,0,1,,2017
1508,,Germany,Bundesliga,Manuel Gulde,SC Freiburg,2017-2018,0,1,,2017
1509,,Germany,Bundesliga,Christian Clemens,1. FC Köln,2017-2018,0,1,,2017
1510,,Poland,Bundesliga,Jakub Błaszczykowski,VfL Wolfsburg,2017-2018,0,1,,2017
1511,,Germany,Bundesliga,Danny Blum,Eintracht Frankfurt,2017-2018,0,1,,2017
1512,,Germany,Bundesliga,Niklas Dorsch,Bayern München,2017-2018,0,1,,2017
1513,,Slovakia,Bundesliga,Ondrej Duda,Hertha BSC,2017-2018,0,1,,2017
1514,,Switzerland,Bundesliga,Fabian Frei,1. FSV Mainz 05,2017-2018,0,1,,2017
1515,,French Guyana,Bundesliga,Simon Falette,Eintracht Frankfurt,2017-2018,0,1,,2017
1516,,Mexico,Bundesliga,Marco Fabián,Eintracht Frankfurt,2017-2018,0,1,,2017
1517,,Germany,Bundesliga,Lukas Klostermann,RB Leipzig,2017-2018,0,1,,2017
1518,,Germany,Bundesliga,Lukas Klünter,1. FC Köln,2017-2018,0,1,,2017
1519,,Germany,Bundesliga,Pascal Stenzel,SC Freiburg,2017-2018,0,1,,2017
1520,,Turkey,Bundesliga,Çağlar Söyüncü,SC Freiburg,2017-2018,0,1,,2017
